time,latitude,longitude,depth,magnitude,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-09-24T06:59:56.796Z,63.0924,-150.5637,114.9,3,ml,,,,0.52,ak,ak021c9of12g,2021-10-09T05:15:43.040Z,"67 km N of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-09-24T06:50:11.847Z,-21.4549,-66.9451,234.11,4.1,mb,,128,1.878,0.32,us,us7000fe0c,2021-10-09T05:05:38.040Z,"94 km SW of Atocha, Bolivia",earthquake,12.7,14.6,0.214,6,reviewed,us,us
2021-09-24T06:36:17.081Z,2.0959,126.6916,36.26,5.3,mww,,79,1.478,0.68,us,us7000fe0b,2021-10-09T05:03:28.598Z,"152 km WNW of Tobelo, Indonesia",earthquake,6.5,2.8,0.083,14,reviewed,us,us
2021-09-24T06:35:36.679Z,-58.0011,-25.589,62.37,4.8,mb,,98,10.14,0.84,us,us6000fq5x,2021-10-09T04:44:56.040Z,"South Sandwich Islands region",earthquake,11.8,8,0.095,34,reviewed,us,us
2021-09-24T05:49:58.248Z,-0.6387,98.0888,10,4,mb,,205,1.996,0.49,us,us6000fq5w,2021-10-09T04:38:03.040Z,"226 km W of Pariaman, Indonesia",earthquake,10,2,0.232,5,reviewed,us,us
2021-09-24T05:22:25.337Z,-9.0832,119.1305,114.5,4.1,mb,,100,3.102,0.84,us,us7000fe00,2021-10-09T04:33:10.291Z,"67 km SW of Komodo, Indonesia",earthquake,8.8,10.8,0.261,4,reviewed,us,us
2021-09-24T04:59:34.333Z,17.7468,145.5028,248,4.3,mb,,133,33.544,0.74,us,us6000fq5v,2021-09-29T22:49:43.040Z,"281 km N of Saipan, Northern Mariana Islands",earthquake,15.9,8.6,0.119,20,reviewed,us,us
2021-09-24T04:55:19.829Z,52.1401,-159.6516,10,3.3,ml,,275,2.696,0.37,us,us7000fe01,2021-09-24T22:14:07.040Z,"south of Alaska",earthquake,9.3,2,0.094,15,reviewed,us,us
2021-09-24T04:45:27.850Z,36.31383333,-98.1635,6.83,2.7,ml,98,41,0,0.21,ok,ok2021ssjg,2021-09-28T03:25:15.063Z,"7 km NNE of Ames, Oklahoma",earthquake,,0.3,0.22,30,reviewed,ok,ok
2021-09-24T04:44:15.824Z,38.1509,141.8037,62.51,4.5,mb,,162,2.696,0.51,us,us6000fq5s,2021-09-29T22:36:37.040Z,"53 km SE of Ishinomaki, Japan",earthquake,9.5,10.2,0.27,4,reviewed,us,us
2021-09-24T03:23:58.992Z,28.63952637,-100.1353401,4.842041015999999,2.6,ml,9,136,0.2241684391,0.3,tx,tx2021ssgo,2021-09-24T15:02:18.930Z,"22 km NE of El Indio, Texas",earthquake,2.376438632,2.443165236,0.1,6,reviewed,tx,tx
2021-09-24T03:05:59.440Z,17.92,-66.8605,15,2.52,md,14,223,0.0582,0.16,pr,pr2021267000,2021-09-24T08:06:31.808Z,"Puerto Rico region",earthquake,0.7,0.62,0.15,4,reviewed,pr,pr
2021-09-24T02:58:48.270Z,33.8293333,-118.271,7.45,2.64,ml,101,63,0.03883,0.27,ci,ci39817815,2021-09-30T19:05:38.219Z,"1km ESE of Carson, CA",earthquake,0.17,0.35,0.218,40,reviewed,ci,ci
2021-09-24T02:31:27.055Z,-29.9641,-177.1268,10,4.6,mb,,178,0.983,0.43,us,us6000fq5q,2021-09-29T22:24:24.040Z,"Kermadec Islands, New Zealand",earthquake,9.3,1.4,0.206,9,reviewed,us,us
2021-09-24T01:59:55.215Z,15.2573,-93.1335,93.15,4.9,mww,,134,1.399,0.94,us,us7000fdyg,2021-09-24T02:27:54.837Z,"21 km S of La Esperanza (El Zapotal), Mexico",earthquake,4,6.6,0.098,10,reviewed,us,us
2021-09-24T01:50:21.553Z,-57.8692,-23.7701,10,4.6,mb,,86,7.968,0.88,us,us6000fq5t,2021-09-29T22:05:05.040Z,"South Sandwich Islands region",earthquake,7.4,1.9,0.173,12,reviewed,us,us
2021-09-24T00:50:06.325Z,-29.8583,-177.3497,10,4.6,mb,,75,0.774,0.6,us,us6000fq5k,2021-10-03T04:16:34.040Z,"Kermadec Islands, New Zealand",earthquake,11.8,1.9,0.117,22,reviewed,us,us
2021-09-24T00:23:05.213Z,-15.9174,179.9958,10,4.9,mb,,131,2.422,0.65,us,us6000fq5j,2021-10-02T21:10:01.040Z,"88 km NE of Labasa, Fiji",earthquake,13.3,1.9,0.144,15,reviewed,us,us
2021-09-24T00:08:12.059Z,-21.476,-174.3311,10,4.8,mb,,70,7.989,0.97,us,us7000fdxh,2021-10-02T04:13:30.040Z,"66 km ESE of ‘Ohonua, Tonga",earthquake,10.7,1.8,0.058,91,reviewed,us,us
2021-09-23T23:37:23.379Z,-29.8229,-177.0031,10,4.7,mb,,134,0.975,0.66,us,us7000fdxc,2021-10-02T03:55:10.345Z,"Kermadec Islands, New Zealand",earthquake,10.5,1.9,0.104,28,reviewed,us,us
2021-09-23T23:31:44.413Z,-28.3681,-177.6198,10,4.3,mb,,110,10.801,0.92,us,us7000ff7w,2021-10-02T02:26:01.040Z,"Kermadec Islands region",earthquake,13.5,2,0.169,10,reviewed,us,us
2021-09-23T23:20:26.104Z,31.6842969,-104.3793765,6.362939453,3.2,ml,32,51,0.1046714938,0.3,tx,tx2021sryl,2021-10-02T03:50:15.040Z,"54 km S of Whites City, New Mexico",earthquake,1.081200112,1.539017743,0.2,18,reviewed,tx,tx
2021-09-23T22:58:45.712Z,-21.3941,-178.2542,555.38,4.3,mb,,165,5.029,0.6,us,us7000ff7s,2021-10-02T03:58:24.040Z,"Fiji region",earthquake,10.8,14.3,0.137,15,reviewed,us,us
2021-09-23T22:41:09.955Z,52.7656,-168.4327,35,4.4,mwr,,138,0.329,1.17,us,us7000fdwu,2021-10-02T03:48:42.040Z,"34 km SE of Nikolski, Alaska",earthquake,6,1.9,0.075,17,reviewed,us,us
2021-09-23T22:24:46.735Z,-20.5381,-177.6114,527.24,4.4,mb,,126,4.951,0.7,us,us7000ff7r,2021-10-01T04:37:55.040Z,"258 km WNW of Haveluloto, Tonga",earthquake,15,11.8,0.144,14,reviewed,us,us
2021-09-23T22:17:45.646Z,12.1814,-87.8393,36.49,4.8,mwr,,108,0.949,0.96,us,us7000fdwr,2021-10-02T03:41:24.040Z,"75 km SW of Jiquilillo, Nicaragua",earthquake,3,7.4,0.075,17,reviewed,us,us
2021-09-23T21:34:37.963Z,38.1763,-117.8001,7.2,2.5,ml,23,62.8,0.058,0.1065,nn,nn00823225,2021-09-24T03:39:50.165Z,"35 km SE of Mina, Nevada",earthquake,,0.8,0.36,11,reviewed,nn,nn
2021-09-23T20:47:34.101Z,-54.4136,-56.9931,10,4.5,mb,,103,2.818,0.87,us,us7000ff7z,2021-10-11T01:57:35.182Z,"Falkland Islands region",earthquake,9,1.9,0.243,5,reviewed,us,us
2021-09-23T20:45:25.192Z,31.65388084,-104.2348694,7.288427734,2.8,ml,18,85,0.1635958434,0.2,tx,tx2021srtk,2021-09-28T20:18:04.040Z,"56 km NW of Toyah, Texas",earthquake,1.054627145,1.828441642,0.2,13,reviewed,tx,tx
2021-09-23T20:08:34.986Z,28.0381,105.0375,10,4.6,mb,,48,4.49,0.59,us,us7000fdvz,2021-09-29T21:49:02.040Z,"55 km SE of Xunchang, China",earthquake,7.2,1.8,0.103,28,reviewed,us,us
2021-09-23T20:00:25.192Z,12.3412,-87.6598,35,4.2,mb,,171,0.852,0.96,us,us7000fdvt,2021-09-28T19:58:45.040Z,"50 km SSW of Jiquilillo, Nicaragua",earthquake,3.1,2,0.263,4,reviewed,us,us
2021-09-23T19:48:30.251Z,5.6284,78.9308,10,4.4,mb,,155,2.401,0.66,us,us7000ff7l,2021-09-29T18:29:38.040Z,"141 km WSW of Ambalangoda, Sri Lanka",earthquake,7,1.9,0.19,8,reviewed,us,us
2021-09-23T19:18:33.170Z,19.6658,-65.3156,40,3.56,md,11,311,1.3586,0.45,pr,pr2021266014,2021-09-29T18:20:59.040Z,"147 km NNE of Vieques, Puerto Rico",earthquake,4.3,27.48,0.05,9,reviewed,pr,pr
2021-09-23T18:59:38.663Z,-7.0502,155.7956,97.66,4.8,mb,,67,4.596,0.86,us,us7000fdvl,2021-09-28T19:54:45.040Z,"88 km SSE of Panguna, Papua New Guinea",earthquake,8.8,5.9,0.085,43,reviewed,us,us
2021-09-23T18:53:12.640Z,17.9035,-66.8595,14,2.5,md,10,231,0.1961,0.05,pr,pr2021266013,2021-09-23T19:16:23.904Z,"8 km SSE of Maria Antonia, Puerto Rico",earthquake,0.51,0.64,0.17,6,reviewed,pr,pr
2021-09-23T18:32:31.678Z,-17.3598,-173.027,10,4.8,mb,,148,3.634,0.96,us,us7000ff7i,2021-10-04T17:18:36.040Z,"175 km NE of Neiafu, Tonga",earthquake,6.8,1.9,0.279,16,reviewed,us,us
2021-09-23T18:32:04.978Z,-14.441,-178.514,435.4,4.2,mb,,133,0.403,0.55,us,us7000ff7j,2021-09-29T18:05:01.040Z,"41 km WSW of Leava, Wallis and Futuna",earthquake,20.2,9.4,0.167,10,reviewed,us,us
2021-09-23T18:29:14.709Z,-3.3382,140.1064,32.04,4.3,mb,,139,1.013,0.61,us,us7000ff7v,2021-09-29T17:58:02.040Z,"100 km SW of Abepura, Indonesia",earthquake,8.2,6.1,0.168,10,reviewed,us,us
2021-09-23T17:45:36.190Z,17.9143,-66.8603,14,2.63,md,13,229,0.192,0.22,pr,pr2021266012,2021-09-23T17:59:32.512Z,"7 km SSE of Maria Antonia, Puerto Rico",earthquake,1.03,1.5,0.11,7,reviewed,pr,pr
2021-09-23T17:30:17.973Z,-3.638,126.9476,10.22,4.1,mb,,90,4.904,0.59,us,us7000ff7g,2021-09-29T17:49:41.040Z,"137 km W of Ambon, Indonesia",earthquake,8.1,7.2,0.369,2,reviewed,us,us
2021-09-23T17:05:28.815Z,56.3858,117.6671,10,4.8,mb,,43,6.956,0.79,us,us7000fdup,2021-09-29T17:44:25.040Z,"61 km SW of Novaya Chara, Russia",earthquake,9,1.9,0.045,150,reviewed,us,us
2021-09-23T16:47:59.054Z,62.4258,-152.4925,0,2.5,ml,,,,0.89,ak,ak021c86rg8x,2021-09-23T22:06:43.040Z,"74 km NW of Skwentna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-09-23T16:47:48.985Z,23.0032,-107.9359,10,5.7,mwb,,90,4.425,0.75,us,us7000fdty,2021-09-24T17:29:38.635Z,"142 km SW of Empaque Tarriba, Mexico",earthquake,7.8,1.8,0.049,40,reviewed,us,us
2021-09-23T16:47:07.656Z,23.1848,-108.0783,10,5.2,mb,,105,4.329,0.76,us,us7000fdtx,2021-09-24T16:20:26.040Z,"141 km SW of Empaque Tarriba, Mexico",earthquake,7.4,1.8,0.029,398,reviewed,us,us
2021-09-23T16:02:01.527Z,-59.8405,-26.652,36.29,4.9,mb,,55,9.024,0.6,us,us7000fdv9,2021-09-23T18:47:34.040Z,"South Sandwich Islands region",earthquake,9.5,5.2,0.102,33,reviewed,us,us
2021-09-23T14:40:27.970Z,65.4805,-166.0749,11.99,2.7,ml,,155,0.635,1.05,us,us7000fdtc,2021-09-23T15:59:20.040Z,"25 km NE of Brevig Mission, Alaska",earthquake,6.7,8.1,0.077,22,reviewed,us,us
2021-09-23T14:29:08.460Z,17.9526,-67.12,10,3.11,md,18,244,0.0548,0.14,pr,pr2021266011,2021-09-23T15:14:24.226Z,"7 km ESE of Pole Ojea, Puerto Rico",earthquake,0.65,0.33,0.06,6,reviewed,pr,pr
2021-09-23T12:20:28.454Z,-6.8209,144.4369,256.88,4.6,mb,,96,5.572,0.86,us,us7000fdsv,2021-09-23T14:26:49.864Z,"77 km SE of Ialibu, Papua New Guinea",earthquake,11.7,8.3,0.065,71,reviewed,us,us
2021-09-23T11:13:29.183Z,12.1354,-87.8406,24.39,4.6,mb,,171,0.975,1.37,us,us7000fdrk,2021-09-23T11:42:45.040Z,"79 km SSW of Jiquilillo, Nicaragua",earthquake,6,7.9,0.038,210,reviewed,us,us
2021-09-23T11:01:54.926Z,-21.6083,-68.483,101.3,4.5,mwr,,47,1.092,0.94,us,us7000fdri,2021-09-23T12:10:40.040Z,"104 km NNE of Calama, Chile",earthquake,5.9,5.7,,,reviewed,us,guc
2021-09-23T08:42:34.710Z,18.9573,-65.2363,74,3.73,md,13,312,0.9164,0.29,pr,pr2021266010,2021-09-23T10:01:43.040Z,"72 km N of Culebra, Puerto Rico",earthquake,4.03,5.9,0.14,12,reviewed,pr,pr
2021-09-23T08:36:12.680Z,-22.2304,-179.1546,546.52,4.6,mb,,75,5.177,0.74,us,us7000fdr4,2021-09-23T08:56:01.040Z,"south of the Fiji Islands",earthquake,7.8,7,0.062,78,reviewed,us,us
2021-09-23T07:52:06.555Z,31.59306805,-104.0034225,8.805200195,4.3,ml,28,54,0.07254039037,0.2,tx,tx2021sqtx,2021-09-24T07:54:34.085Z,"36 km NNW of Toyah, Texas",earthquake,0.8919204878,0.903369239,0.2,14,reviewed,tx,tx
2021-09-23T07:46:18.170Z,40.2916667,-124.4771667,20.71,2.5,md,23,257,0.103,0.1,nc,nc73628341,2021-09-25T00:17:35.855Z,"17km WSW of Petrolia, CA",earthquake,0.55,0.32,0.063,17,reviewed,nc,nc
2021-09-23T06:51:33.844Z,-36.3688,178.3401,265.49,4.1,mb,,224,1.191,0.29,us,us7000fdqr,2021-09-23T07:19:05.040Z,"204 km NNE of Opotiki, New Zealand",earthquake,15.7,10.7,0.185,9,reviewed,us,us
2021-09-23T06:38:29.390Z,19.0746,-65.2213,56,3.67,md,22,285,0.7695,0.36,pr,pr2021266006,2021-09-23T07:28:50.040Z,"85 km N of Culebra, Puerto Rico",earthquake,2.54,6.01,0.13,12,reviewed,pr,pr
2021-09-23T04:07:45.421Z,28.1118,139.7827,406.7,4.1,mb,,72,2.359,0.59,us,us7000fdq8,2021-09-24T00:49:53.040Z,"Bonin Islands, Japan region",earthquake,11.3,8.6,0.076,47,reviewed,us,us
2021-09-23T03:52:40.738Z,3.5871,122.6257,537.78,4.5,mb,,54,3.072,0.85,us,us7000fdq3,2021-09-23T23:42:24.504Z,"281 km SSE of Tabiauan, Philippines",earthquake,11.3,7.4,0.071,58,reviewed,us,us
2021-09-23T03:17:57.585Z,48.9613,26.0066,13.48,4.6,mb,,48,1.424,0.94,us,us7000fdpw,2021-09-26T00:58:15.536Z,"11 km ESE of Zavodske, Ukraine",earthquake,4.2,4.5,0.116,23,reviewed,us,us
2021-09-23T03:05:56.602Z,31.69389478,-104.3126943,6.157275391,2.5,ml,18,51,0.1623096176,0.3,tx,tx2021sqkl,2021-09-23T23:15:20.040Z,"53 km S of Whites City, New Mexico",earthquake,1.278611122,1.918039552,0.1,8,reviewed,tx,tx
2021-09-23T03:01:13.520Z,19.1348,-65.1531,51,3.66,md,15,305,0.8374,0.26,pr,pr2021266004,2021-09-23T03:55:26.729Z,"90 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.51,6.66,0.04,5,reviewed,pr,pr
2021-09-23T02:55:05.750Z,19.008,-65.2466,65,3.53,md,10,297,0.7014,0.51,pr,pr2021266003,2021-09-23T03:12:16.849Z,"78 km N of Culebra, Puerto Rico",earthquake,5.64,9.82,0.06,8,reviewed,pr,pr
2021-09-23T02:03:50.268Z,-24.3776,-179.0102,395.17,4.5,mb,,141,7.146,0.99,us,us7000fdpe,2021-09-23T23:00:45.040Z,"south of the Fiji Islands",earthquake,13.6,7.3,0.104,27,reviewed,us,us
2021-09-23T01:53:41.890Z,38.5433333,-119.5006667,7.32,3.61,ml,29,69,0.03303,0.09,nc,nc73628241,2021-10-07T00:37:05.897Z,"30km SSW of Smith Valley, NV",earthquake,0.2,0.25,0.194,102,reviewed,nc,nc
2021-09-23T01:26:34.530Z,19.6418,-64.5163,47,3.74,md,10,329,1.5386,0.41,pr,pr2021266002,2021-09-23T04:50:59.040Z,"147 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,5.32,26.16,0.01,3,reviewed,pr,pr
2021-09-23T01:08:10.630Z,19.2271,-65.1161,29,3.29,md,8,309,0.9345,0.4,pr,pr2021266001,2021-09-23T01:55:48.260Z,"99 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.3,28.8,0.08,6,reviewed,pr,pr
2021-09-23T00:39:25.039Z,12.1947,-87.7871,29.45,4.5,mb,,151,0.899,0.84,us,us7000fdnw,2021-09-23T01:03:39.040Z,"71 km SSW of Jiquilillo, Nicaragua",earthquake,4.6,6.7,0.06,80,reviewed,us,us
2021-09-23T00:39:10.610Z,38.5645,-119.4213333,0.78,2.91,md,21,83,0.06155,0.09,nc,nc73628226,2021-09-24T02:38:53.417Z,"25km SSW of Smith Valley, NV",earthquake,0.26,1.46,0.19,70,reviewed,nc,nc
2021-09-23T00:33:34.319Z,-36.9001,-74.1526,7.51,4.5,mwr,,135,2.323,0.6,us,us7000fdnr,2021-09-24T00:27:10.304Z,"83 km WNW of Arauco, Chile",earthquake,6.6,4.5,0.038,66,reviewed,us,us
2021-09-23T00:31:35.900Z,19.0886,-65.2146,45,3.5,md,16,293,0.784,0.46,pr,pr2021266005,2021-09-23T05:37:43.720Z,"87 km N of Culebra, Puerto Rico",earthquake,3.35,10.85,0.02,13,reviewed,pr,pr
2021-09-23T00:29:50.410Z,19.2225,-65.1496,28,3.72,ml,23,290,0.9245,0.31,pr,pr2021266000,2021-09-29T00:46:56.267Z,"Puerto Rico region",earthquake,1.9,21.02,0,0,reviewed,pr,pr
2021-09-23T00:03:43.133Z,44.9766,100.5958,10,4.9,mb,,68,4.925,0.59,us,us7000fdnl,2021-09-23T00:37:49.520Z,"129 km WNW of Hovd, Mongolia",earthquake,8.9,1.9,0.057,96,reviewed,us,us
2021-09-22T22:36:09.590Z,19.1745,-64.9588,75,3.53,md,11,314,0.9255,0.26,pr,pr2021265010,2021-09-23T00:45:13.387Z,"92 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.74,7.65,0.04,5,reviewed,pr,pr
2021-09-22T22:23:27.459Z,-59.911,-24.1187,10,4.9,mb,,70,14.544,0.95,us,us7000fdn5,2021-09-22T22:45:14.040Z,"South Sandwich Islands region",earthquake,8,1.7,0.083,45,reviewed,us,us
2021-09-22T22:19:18.716Z,56.4286,-149.1149,20.95,3.4,ml,,174,2.329,0.92,us,us7000fdn1,2021-09-22T23:26:46.040Z,"233 km SE of Chiniak, Alaska",earthquake,7.1,10,0.045,66,reviewed,us,us
2021-09-22T21:58:04.511Z,-23.6936,-67.3006,189.92,4.4,mb,,88,1.093,0.81,us,us7000fdmx,2021-09-22T23:08:04.040Z,"115 km WNW of San Antonio de los Cobres, Argentina",earthquake,10.5,9.9,0.241,5,reviewed,us,us
2021-09-22T21:17:58.047Z,31.75920878,-103.840147,6.568603515999999,3.4,ml,17,68,0.1644068815,0.2,tx,tx2021spyz,2021-09-23T17:30:00.454Z,"23 km WNW of Mentone, Texas",earthquake,0.8641234648,2.397892916,0.1,12,reviewed,tx,tx
2021-09-22T21:12:16.450Z,19.2466,-65.1123,29,3.57,md,18,300,0.9544,0.46,pr,pr2021265008,2021-09-22T22:32:43.040Z,"101 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.95,29.41,0.1,14,reviewed,pr,pr
2021-09-22T19:57:23.957Z,-27.5543,-178.8089,352.49,5,mb,,81,1.872,0.78,us,us7000fdlx,2021-09-28T18:35:50.040Z,"Kermadec Islands region",earthquake,8.9,6.3,0.031,327,reviewed,us,us
2021-09-22T19:51:58.282Z,-59.4588,-25.9888,35,5,mb,,68,7.74,0.63,us,us7000fdlw,2021-09-28T18:28:08.040Z,"South Sandwich Islands region",earthquake,10.1,1.9,0.076,56,reviewed,us,us
2021-09-22T19:47:11.093Z,13.3815,120.6933,86.33,4.6,mb,,111,10.353,0.74,us,us7000fdlt,2021-09-28T18:22:51.996Z,"6 km NE of Cabacao, Philippines",earthquake,11.5,7.5,0.071,60,reviewed,us,us
2021-09-22T19:33:23.220Z,-58.3325,-23.0336,10,4.9,mb,,61,8.505,0.95,us,us7000few4,2021-09-29T17:24:31.040Z,"South Sandwich Islands region",earthquake,10.6,1.8,0.114,24,reviewed,us,us
2021-09-22T19:16:09.973Z,58.7367,-137.3275,9,2.6,ml,,,,0.68,ak,ak021c6ktnl1,2021-09-28T18:19:06.040Z,"83 km NW of Elfin Cove, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-09-22T19:02:29.556Z,56.3034,-34.1802,10,4.6,mb,,74,10.55,1.05,us,us7000fewe,2021-09-29T17:09:22.040Z,"Reykjanes Ridge",earthquake,4.2,1.9,0.077,51,reviewed,us,us
2021-09-22T18:56:56.040Z,38.7996667,-122.7826667,3.3,2.65,md,90,22,0.007668,0.07,nc,nc73628091,2021-09-28T18:17:40.040Z,"3km NW of The Geysers, CA",earthquake,0.1,0.16,0.129,64,reviewed,nc,nc
2021-09-22T18:50:17.550Z,19.5586,-64.3933,98,4.13,md,18,244,1.5349,0.54,pr,pr2021265007,2021-09-28T17:57:25.040Z,"142 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,5.09,9.81,0.05,9,reviewed,pr,pr
2021-09-22T18:49:11.953Z,31.76080494,-103.8458093,6.131567383,2.8,ml,18,89,0.1599271411,0.1,tx,tx2021spub,2021-09-28T17:44:43.040Z,"24 km WNW of Mentone, Texas",earthquake,0.7533121101,2.217510824,0.2,12,reviewed,tx,tx
2021-09-22T17:59:31.130Z,31.6603333,-116.0351667,7.46,3.41,ml,21,151,0.3433,0.19,ci,ci39816575,2021-09-29T16:58:46.432Z,"51km E of Maneadero, B.C., MX",earthquake,0.24,1,0.105,82,reviewed,ci,ci
2021-09-22T17:59:28.294Z,-36.8596,-74.0674,10,4.4,mb,,134,2.252,0.61,us,us7000fdkr,2021-09-28T17:04:31.040Z,"79 km WNW of Arauco, Chile",earthquake,3.5,2,0.311,3,reviewed,us,us
2021-09-22T17:44:29.863Z,-29.8592,-177.2427,10,4.5,mb,,208,0.838,0.63,us,us7000few0,2021-09-29T16:40:02.040Z,"Kermadec Islands, New Zealand",earthquake,9.2,1.6,0.172,11,reviewed,us,us
2021-09-22T17:43:57.713Z,-55.9075,-26.9656,28.72,5,mb,,75,5.705,0.85,us,us7000fdkk,2021-09-28T17:01:52.040Z,"South Sandwich Islands region",earthquake,12.7,4.3,0.1,32,reviewed,us,us
2021-09-22T17:42:02.011Z,-36.8295,-74.1569,10,5,mwr,,128,2.322,0.85,us,us7000fdki,2021-09-28T16:58:26.586Z,"87 km WNW of Arauco, Chile",earthquake,6.4,1.9,,,reviewed,us,guc
2021-09-22T17:32:59.443Z,-29.8221,-177.37,10,5.1,mb,,49,0.735,1.19,us,us7000fdka,2021-09-28T16:50:58.040Z,"Kermadec Islands, New Zealand",earthquake,8.7,1.8,0.049,136,reviewed,us,us
2021-09-22T17:30:10.909Z,2.8517,95.4862,10,4.5,mb,,160,2.592,0.82,us,us7000fdk9,2021-09-28T16:42:14.040Z,"107 km WNW of Sinabang, Indonesia",earthquake,6.5,1.7,0.099,30,reviewed,us,us
2021-09-22T17:16:03.180Z,37.4611667,-121.8161667,6.63,2.5,md,103,31,0.01657,0.08,nc,nc73628046,2021-10-04T17:15:38.040Z,"9km ENE of Milpitas, CA",earthquake,0.09,0.17,0.129,93,reviewed,nc,nc
2021-09-22T17:01:27.895Z,56.4163,117.738,10,5.5,mb,,36,6.978,0.74,us,us7000fdk1,2021-09-29T16:59:20.711Z,"56 km SW of Novaya Chara, Russia",earthquake,7.4,1.7,0.023,649,reviewed,us,us
2021-09-22T16:22:47.866Z,10.4354,-86.1773,10,4.3,mb,,196,0.847,0.7,us,us7000few6,2021-09-29T01:05:26.040Z,"58 km W of Sardinal, Costa Rica",earthquake,4.6,2,0.188,8,reviewed,us,us
2021-09-22T16:20:46.509Z,12.0087,-87.7981,24.03,4.5,mb,,118,1.021,1.25,us,us7000fdjk,2021-09-29T00:39:01.040Z,"85 km SW of Corinto, Nicaragua",earthquake,4.1,5.6,0.066,67,reviewed,us,us
2021-09-22T15:12:04.186Z,-7.0026,129.4238,149.82,4,mb,,124,2.098,1.03,us,us7000fevw,2021-09-29T00:30:06.040Z,"Kepulauan Babar, Indonesia",earthquake,12.5,7.4,0.231,5,reviewed,us,us
2021-09-22T15:03:34.193Z,5.8058,127.235,10,4.4,mb,,182,2.069,0.56,us,us7000fevx,2021-09-29T00:17:59.040Z,"132 km ESE of Pondaguitan, Philippines",earthquake,5.9,1.9,0.203,7,reviewed,us,us
2021-09-22T14:56:59.969Z,12.3701,-87.4147,51.01,4.2,mb,,163,0.503,0.58,us,us7000fevy,2021-09-29T10:37:47.040Z,"29 km WSW of Corinto, Nicaragua",earthquake,3.4,10.3,0.159,11,reviewed,us,us
2021-09-22T14:04:23.946Z,59.8408,-151.9984,74.9,2.9,ml,,,,0.43,ak,ak021c6hrxzn,2021-09-29T08:35:31.040Z,"11 km NW of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-09-22T14:01:09.812Z,-23.4869,-179.4996,506.4,4,mb,,141,6.155,0.48,us,us7000fdg0,2021-09-24T10:51:52.040Z,"south of the Fiji Islands",earthquake,15.4,10.7,0.123,18,reviewed,us,us
2021-09-22T13:01:49.943Z,12.1481,-87.589,43.61,4.6,mb,,175,0.777,0.58,us,us7000fevt,2021-09-29T09:34:40.040Z,"58 km SW of Corinto, Nicaragua",earthquake,4.9,9.1,0.067,66,reviewed,us,us
2021-09-22T12:59:56.921Z,28.3685,103.6929,10,4.4,mb,,94,5.41,0.27,us,us7000fevu,2021-10-08T12:57:33.040Z,"100 km W of Xunchang, China",earthquake,10.8,1.9,0.143,14,reviewed,us,us
2021-09-22T12:57:20.183Z,-57.8639,-23.4168,10,4.5,mb,,128,16.246,0.66,us,us7000few3,2021-10-08T12:56:04.040Z,"South Sandwich Islands region",earthquake,14.1,1.3,0.156,14,reviewed,us,us
2021-09-22T12:56:59.832Z,12.0939,-87.6731,25.81,5.6,mww,,139,0.874,0.81,us,us7000fdfd,2021-10-08T12:53:53.928Z,"69 km SW of Corinto, Nicaragua",earthquake,4.2,5,0.068,21,reviewed,us,us
2021-09-22T12:51:24.920Z,69.6304,-144.3452,6.6,2.7,ml,,,,0.72,ak,ak021c6gv5kg,2021-10-08T12:45:43.040Z,"62 km SSW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-09-22T12:39:54.977Z,11.9889,-87.8488,35,4.2,mb,,175,1.072,0.94,us,us7000fewg,2021-10-08T12:39:54.040Z,"91 km SW of Corinto, Nicaragua",earthquake,6.4,2,0.141,14,reviewed,us,us
2021-09-22T12:37:44.746Z,12.2716,-87.8085,35,4.3,mb,,177,0.877,0.69,us,us7000fdf7,2021-10-08T12:34:57.040Z,"65 km SW of Jiquilillo, Nicaragua",earthquake,4.9,2,0.111,25,reviewed,us,us
2021-09-22T12:27:11.484Z,12.0971,-87.6463,38.68,5.2,mwr,,134,0.853,0.94,us,us7000fdf4,2021-10-08T12:32:45.946Z,"66 km SW of Corinto, Nicaragua",earthquake,5.3,7.2,0.086,13,reviewed,us,us
2021-09-22T12:03:30.250Z,1.8126,126.5921,35.25,5.4,mb,,67,1.291,0.82,us,us7000fdf1,2021-10-08T12:26:24.150Z,"143 km NW of Ternate, Indonesia",earthquake,7,6.5,0.054,116,reviewed,us,us
2021-09-22T11:15:51.886Z,11.74,-87.821,29.12,4.1,mb,,215,1.231,0.54,us,us7000fdes,2021-10-08T09:08:28.040Z,"108 km SW of Corinto, Nicaragua",earthquake,3.1,14,0.184,8,reviewed,us,us
